name,address,price_range,enbloc,lat,lng,valid postal,distToMrt,distToSch
Mi Casa,"0 Choa Chu Kang Avenue 3, singapore 680311","S$ 1,050,000
  -
  S$ 1,388,000",<20%,undefined,undefined,0,,
Mia Place,"116 Arthur Road, singapore 439830",null,null,1.299070034,103.8879568,1,,
Midtown Bay,"120 Beach Road, singapore 000000","S$ 1,199,899
  -
  S$ 4,717,000",null,undefined,undefined,0,,
Midtown Modern,"18 Tan Quee Lan Street, singapore 188105","S$ 998,999
  -
  S$ 14,260,000",null,1.29904108,103.856651,1,,
Midtown Residences,"1189 Upper Serangoon Road, singapore 534785","S$ 688,000
  -
  S$ 1,150,000",<20%,1.370735883,103.8951208,1,,
Midwood,"8 Hillview Rise, singapore 667971","S$ 700,000
  -
  S$ 2,165,000",null,1.362862088,103.7634339,1,,
Mill Creek,"10 Lorong Marzuki, singapore 417052","S$ 2,480,000
  -
  S$ 2,480,000",20%-39%,1.319553272,103.9099376,1,,
Millage,"55 Changi Road, singapore 419709","S$ 699,000
  -
  S$ 1,200,000",<20%,1.316916263,103.8989898,1,,
Miltonia Residences,"520 Miltonia Close, singapore 768104","S$ 690,000
  -
  S$ 2,080,000",null,1.417507345,103.8476594,1,,
Mimosa Park,"15 Mimosa Road, singapore 807979","S$ 2,038,000
  -
  S$ 2,038,000",>80%,1.384078581,103.8623356,1,,
Minbu Court,"54 Minbu Road, singapore 308184",null,>80%,1.325489418,103.8483754,1,,
Minton Rise Condominium,"146 Hougang Street 11, singapore 530146",null,null,undefined,undefined,0,,
Mirage Tower,"80 Kim Seng Road, singapore 239426","S$ 2,980,000
  -
  S$ 4,200,000",40%-59%,1.291981118,103.8342619,2,,
Miro,"1 Lincoln Road, singapore 308365","S$ 2,150,000
  -
  S$ 6,500,000",<20%,1.313933619,103.8423804,1,,
Mon Jervois,", singapore 000000","S$ 1,250,000
  -
  S$ 3,800,000",<20%,undefined,undefined,0,,
Mont Botanik Residence,"1 Jalan Remaja, singapore 668662","S$ 1,000,000
  -
  S$ 1,733,800",null,undefined,undefined,0,,
Montebleu,"8 Minbu Road, singapore 308162","S$ 1,200,000
  -
  S$ 1,200,000",<20%,1.323782735,103.8501021,1,,
Montrosa,"132 Hillview Avenue, singapore 669597","S$ 980,000
  -
  S$ 1,450,000",40%-59%,1.356935563,103.7600735,1,,
Mooi Residences,"139 Holland Road, singapore 278573","S$ 1,400,000
  -
  S$ 3,483,888",null,1.312577306,103.7983563,1,,
Moonstone View,"31 Moonstone Lane, singapore 328496",null,40%-59%,1.327274166,103.8656105,1,,
Mori,"223 Guillemard Road, singapore 399738",null,null,1.311312198,103.8829721,1,,
Morimasa Garden,"11 Gilstead Road, singapore 309065",null,null,1.316089414,103.8385798,1,,
Mount Rosie Garden,"50 Goldhill Avenue, singapore 309031",null,>80%,1.321519513,103.833947,1,,
Mount Sophia Suites,"95 Sophia Road, singapore 228163","S$ 900,000
  -
  S$ 1,050,000",20%-39%,1.302039393,103.846842,1,,
Mountbatten Suites,"861 Mountbatten Road, singapore 437842","S$ 799,999
  -
  S$ 1,988,888",<20%,1.303260899,103.8999514,1,,
My Manhattan,"25 Simei Street 3, singapore 529899","S$ 718,888
  -
  S$ 1,880,000",<20%,1.341303421,103.9533477,1,,
Myra,"9 Meyappa Chettiar Road, singapore 358456","S$ 820,000
  -
  S$ 3,051,800",null,1.330562504,103.867885,1,,
Nassim Jade,"3 Nassim Road, singapore 258371","S$ 8,000,000
  -
  S$ 22,700,000",60%-79%,1.306633499,103.825945,1,,
Nassim Park,"15A Nassim Road , singapore 258387",null,null,undefined,undefined,0,,
Nassim Park Residences,"15 Nassim Road, singapore 258386","S$ 24,800,000
  -
  S$ 24,800,000",<20%,1.308085915,103.823797,1,,
Nassim Woods,"19 Nassim Hill, singapore 258482",null,60%-79%,1.306563464,103.8213284,1,,
Nathan Residences,"23 Nathan Road, singapore 248744","S$ 1,180,000
  -
  S$ 1,899,999",<20%,1.294562081,103.8273687,1,,
Nathan Suites,"21 Nathan Road, singapore 248743","S$ 2,000,000
  -
  S$ 10,778,880",<20%,1.295221233,103.8271496,1,,
Natura @ Hillview,"18 Hillview Terrace, singapore 669229","S$ 650,000
  -
  S$ 1,250,000",null,1.353008424,103.7591347,1,,
Ness,"38 Lorong 32 Geylang, singapore 398298","S$ 650,000
  -
  S$ 1,200,000",<20%,1.312697947,103.8867768,1,,
Neu at Novena,"27 Moulmein Rise, singapore 308140","S$ 1,400,000
  -
  S$ 3,411,000",null,1.319614866,103.8459692,1,,
New Futura,"14 Leonie Hill Road, singapore 239193","S$ 6,000,000
  -
  S$ 8,100,000",null,1.29831388,103.8342698,1,,
Newton Edge,"1 Makeway Ave, singapore 228598","S$ 950,000
  -
  S$ 2,200,000",<20%,1.31285377,103.8421074,1,,
Newton Gems,"50 Newton Road, singapore 307991",null,null,1.317352833,103.8420836,1,,
Newton Meadows,"23 Newton Road, singapore 307955",null,null,1.315448385,103.8403548,1,,
Newton Point,"11 Newton Road, singapore 307948",null,null,1.3146873,103.8395518,1,,
Nim Gardens,"71 Nim Road, singapore 807583","S$ 1,950,000
  -
  S$ 1,950,000",60%-79%,1.381432381,103.8630431,1,,
Nin Residence,"83 Pheng Geck Avenue, singapore 348270","S$ 750,000
  -
  S$ 1,999,999",<20%,1.332463743,103.8699595,1,,
Niven Suites,"8 Wilkie Terrace, singapore 228031",null,null,1.302396692,103.8490163,1,,
NoMa,"56 Lorong 28 Geylang, singapore 398456","S$ 1,000,000
  -
  S$ 1,990,800",null,undefined,undefined,0,,
Norfolk Court,"103 Mergui Road, singapore 219068",null,null,undefined,undefined,0,,
North Park Residences,"15 Yishun Central 1, singapore 768797","S$ 695,000
  -
  S$ 2,280,000",null,1.428663198,103.8358287,1,,
Nouvel 18,"18 Anderson Road, singapore 259977","S$ 3,488,990
  -
  S$ 35,888,888",null,1.311272424,103.8281321,1,,
Nouvelle Park,"131 Poh Huat Road West, singapore 546684","S$ 2,000,000
  -
  S$ 2,260,000",60%-79%,1.367217993,103.8773563,1,,
Novelis @ Novena,"75 Sinaran Drive, singapore 308322","S$ 980,000
  -
  S$ 1,600,000",null,1.318826798,103.8460814,1,,
Novena Lodge,"2 Jalan Merlimau, singapore 308729","S$ 1,846,650
  -
  S$ 1,846,650",60%-79%,1.323571518,103.8411334,1,,
Nuovo,"21 Ang Mo Kio Avenue 9, singapore 569786","S$ 1,488,000
  -
  S$ 2,168,888",20%-39%,1.38436749,103.8424103,1,,
NV Residences,"91 Pasir Ris Grov, singapore 518190","S$ 845,000
  -
  S$ 2,400,000",<20%,1.371416345,103.9436215,1,,
Nyon,"12 Amber Road, singapore 439858","S$ 1,153,000
  -
  S$ 3,630,180",null,1.299808385,103.8984928,1,,
Oasis @ Elias,"60 - 72 Elias Road, singapore 510623","S$ 848,000
  -
  S$ 1,500,000",<20%,1.377905331,103.9423358,3,,
Oasis Garden,"52 Jalan Bunga Rampai, singapore 538416","S$ 3,200,000
  -
  S$ 3,200,000",20%-39%,undefined,undefined,0,,
Ocean Front Suites,"173 Jalan Loyang Besar, singapore 509424","S$ 600,000
  -
  S$ 1,450,000",<20%,1.378989927,103.9608535,1,,
Octaville,"81 Duku Road, singapore 429245",null,null,undefined,undefined,0,,
Oei Tiong Ham Park Residences,"29 Oei Tiong Ham Park, singapore 267034","S$ 7,822,300
  -
  S$ 12,567,500",null,1.313765502,103.7931885,1,,
Okio,"262 BALESTIER ROAD, singapore 329714","S$ 748,000
  -
  S$ 1,080,000",<20%,1.322133428,103.8531997,1,,
Ola Residences,"837 Mountbatten Road, singapore 437830",null,20%-39%,1.302775592,103.8986264,1,,
OLA Residences @ Mountbatten,"837 Mountbatten Road, singapore 437830","S$ 1,280,000
  -
  S$ 2,650,000",null,1.302775592,103.8986264,1,,
Oleanas Residences,"42 Kim Yam Road, singapore 239347","S$ 3,288,000
  -
  S$ 3,288,000",null,1.293449616,103.8388889,1,,
Olloi,"50 Lorong 101 Changi Road, singapore 426657","S$ 2,338,000
  -
  S$ 2,370,000",null,1.314964839,103.8995307,1,,
Onan Suites,"215 Onan Road, singapore 424597","S$ 758,000
  -
  S$ 758,000",<20%,1.311827114,103.9000611,1,,
One Balmoral,"1 Balmoral Road, singapore 259784","S$ 1,580,000
  -
  S$ 5,570,000",<20%,1.313487946,103.8299081,1,,
One Bernam,"1 Bernam Street, singapore 078852","S$ 899,899
  -
  S$ 16,655,000",null,1.273862944,103.8437105,1,,
One Devonshire,"1 Devonshire Road, singapore 239896","S$ 2,499,999
  -
  S$ 4,580,000",<20%,1.297192855,103.8374709,1,,
One Draycott,"1 Draycott Park, singapore 259385","S$ 2,000,000
  -
  S$ 3,303,000",null,1.310084607,103.8307157,1,,
One Dusun Residences,"1 Jalan Dusun, singapore 329363","S$ 820,000
  -
  S$ 1,720,000",<20%,1.326965399,103.8436742,1,,
One Fort,"1 Fort Road, singapore 439069","S$ 1,780,000
  -
  S$ 2,500,000",20%-39%,1.300320219,103.8850976,1,,
One Holland Village Residences,"5 Holland Village Way, singapore 275752","S$ 1,250,000
  -
  S$ 12,211,349",null,1.312102866,103.7937743,1,,
One K Green Lane,"1K Green Lane, singapore 438920","S$ 1,280,000
  -
  S$ 1,280,000",null,1.310994792,103.8934423,1,,
One K Green Lane,"1K Green Lane, singapore 438920","S$ 1,280,000
  -
  S$ 1,280,000",null,1.310994792,103.8934423,1,,
One Meyer,"1 Meyer Place, singapore 437988","S$ 1,400,000
  -
  S$ 4,500,000",null,1.298240182,103.8861636,1,,
One Pearl Bank,"1 Pearl Bank, singapore 169016","S$ 950,000
  -
  S$ 17,600,000",null,1.282961487,103.8398146,1,,
One Robey,"1 Robey Crescent, singapore 546256","S$ 820,000
  -
  S$ 1,750,000",null,1.366915717,103.8818947,1,,
One Robin,"1 Robin Road, singapore 258176",null,20%-39%,1.318917756,103.8287018,1,,
One Rochester,"1 Rochester Park, singapore 139212",null,null,1.304621933,103.7879054,1,,
One St Michael's,"1 Saint Michael's Road, singapore 328006","S$ 1,700,000
  -
  S$ 1,780,000",20%-39%,1.324703879,103.864609,1,,
One-North Eden,"8 Slim Barracks Rise, singapore 138492","S$ 898,000
  -
  S$ 4,300,000",null,1.303260504,103.7892097,1,,
Orchard View,"29 Angullia Park, singapore 239977","S$ 6,880,000
  -
  S$ 9,000,000",20%-39%,1.302517161,103.8294693,1,,
Orchid Mansion,"11 Amber Road, singapore 439857",null,null,1.299053945,103.8994169,1,,
OUE Twin Peaks,"33 Leonie Hill Road, singapore 239197","S$ 1,290,000
  -
  S$ 5,100,000",<20%,1.2991678,103.8334276,1,,
Ovada 8,"127 Koon Seng Road, singapore 427071",null,60%-79%,1.313223997,103.9060345,1,,
Oxley Mansion,"26 Oxley Road, singapore 238620",null,null,1.298699502,103.8407503,24,,
Oxley Residence,"51A Oxley Road, singapore 238675","S$ 6,096,000
  -
  S$ 30,656,000",null,1.296748364,103.8414998,1,,
Palm Galleria,"78 Lorong K Telok Kurau, singapore 425701","S$ 715,000
  -
  S$ 2,580,000",20%-39%,1.312712588,103.9121252,1,,
Palm Haven,"18 Palm Grove Avenue, singapore 547312","S$ 1,850,000
  -
  S$ 1,850,000",40%-59%,1.360563297,103.8777119,1,,
Palm Isles,"40 Flora Drive, singapore 506866","S$ 606,000
  -
  S$ 3,100,000",<20%,1.356419275,103.9638235,1,,
Palm Lodge,"4 Geylang Lor 37, singapore 387902",null,>80%,1.315205702,103.8899253,1,,
Palm Residence,"7 Jalan Rajawali, singapore 598429",null,40%-59%,1.343269865,103.7691894,1,,
Palm Vista,"47 Lorong G Telok Kurau, singapore 426224","S$ 1,130,000
  -
  S$ 1,130,000",20%-39%,1.317260918,103.9095866,1,,
Palmera Residence,"38 Telok Kurau Lorong N, singapore 425162",null,<20%,1.309933812,103.9107688,1,,
Palmwoods,"450 Upper Changi Road, singapore 487040","S$ 848,888
  -
  S$ 2,200,000",40%-59%,1.332235047,103.9472443,1,,
Paradise Palms,"505 Dunman Road, singapore 439198","S$ 1,958,000
  -
  S$ 2,200,000",40%-59%,1.309955367,103.8953204,1,,
Parc Bleu,"262 Joo Chiat Place, singapore 427944","S$ 1,280,000
  -
  S$ 1,480,000",<20%,1.314173043,103.9076082,1,,
Parc Botannia,"10 Fernvale Street, singapore 797390","S$ 680,000
  -
  S$ 2,580,000",null,1.39858782,103.8746323,1,,
Parc Centennial,"100 Kampong Java Road, singapore 228867","S$ 1,750,000
  -
  S$ 4,799,999",20%-39%,1.31317509,103.8437959,1,,
Parc Centros,"84 Punggol Central, singapore 828719","S$ 725,000
  -
  S$ 3,900,000",<20%,1.403856574,103.9038978,1,,
Parc Clematis,"8F Jalan Lempeng, singapore 126740",null,null,1.316875995,103.7592885,1,,
Parc Elegance,"15 Telok Kurau Road, singapore 423762","S$ 599,999
  -
  S$ 1,900,000",20%-39%,1.317581929,103.9091382,1,,
Parc Esta,"822 Sims Avenue, singapore 400822","S$ 800,000
  -
  S$ 2,680,000",null,undefined,undefined,0,,
Parc Imperial,"253A Pasir Panjang Road, singapore 117422","S$ 700,000
  -
  S$ 750,000",<20%,1.281196728,103.7834783,1,,
Parc Komo,"963 Upper Changi Road North, singapore 507664","S$ 750,000
  -
  S$ 2,978,000",null,1.360551137,103.9700933,1,,
Parc Olympia,"56 Flora Drive, singapore 506856","S$ 600,000
  -
  S$ 1,850,000",<20%,1.354956786,103.9643106,1,,
Parc Regency,"315 Pasir Panjang Road, singapore 118652",null,40%-59%,1.288223539,103.7779921,2,,
Parc Riviera,"101 West Coast Vale, singapore 126753","S$ 718,000
  -
  S$ 1,800,000",null,1.320817692,103.7526673,1,,
Parc Rosewood,"71 Rosewood Drive, singapore 737783","S$ 580,000
  -
  S$ 1,700,000",<20%,1.428685837,103.7857329,1,,
Parc Seabreeze,"532 Joo Chiat Road, singapore 427711","S$ 4,300,000
  -
  S$ 4,300,000",<20%,1.304039854,103.9058032,1,,
Parc Vera,"0 Hougang Street 32, singapore 534000","S$ 960,000
  -
  S$ 3,000,000",<20%,1.356981421,103.8822899,1,,
Parisian,"21 Angullia Park, singapore 239974",null,null,1.303766556,103.8300335,1,,
Park 1 Suites,"8 Lorong 40 Geylang, singapore 398054","S$ 902,000
  -
  S$ 1,480,000",null,1.314042688,103.889347,1,,
Park Colonial,"2 Woodleigh Lane, singapore 357685","S$ 800,000
  -
  S$ 2,900,000",null,1.338482692,103.8688465,1,,
Park Court,"9 Lorong 101 Changi, singapore 426641",null,60%-79%,1.315596134,103.9001942,1,,
Park Green,"2 Rivervale Link, singapore 545040","S$ 1,180,000
  -
  S$ 1,400,000",<20%,1.380217845,103.8998573,1,,
Park Natura,"31 Bukit Batok East Avenue 6, singapore 659763","S$ 2,780,000
  -
  S$ 2,780,000",<20%,1.346871952,103.765637,1,,
Park Nova,"18 Tomlinson Road, singapore 247858","S$ 4,878,800
  -
  S$ 26,990,000",null,1.303686212,103.825629,1,,
Park Place Residences,"2 Paya Lebar Road, singapore 409053","S$ 980,000
  -
  S$ 2,499,000",null,1.315836754,103.8927466,1,,
Park Residences Kovan,"831 Upper Serangoon Road, singapore 534679","S$ 619,000
  -
  S$ 650,000",<20%,1.357933728,103.881932,1,,
Parksuites,"18 Holland Grove Road, singapore 278800","S$ 1,128,180
  -
  S$ 6,910,000",null,1.316757182,103.7832391,1,,
Parkview Condo,"18 West Coast Park, singapore 127639",null,null,undefined,undefined,0,,
Parkway Apartment,"13 Amber Road, singapore 439863",null,null,1.299331852,103.8995894,1,,
Parkway Mansion,"9 Amber Road, singapore 439854",null,>80%,1.298974745,103.8990382,1,,
Parkway View,"39 Marine Parade Road, singapore 449265",null,>80%,1.302875471,103.9041159,1,,
Parkwood Residences,"208 Yio Chu Kang Road, singapore 545653","S$ 1,204,200
  -
  S$ 14,768,000",null,1.366526614,103.8758283,1,,
Parvis,"12 Holland Hill, singapore 278743","S$ 2,400,000
  -
  S$ 6,380,000",<20%,1.31051229,103.8006903,1,,
Pasadena,"2A Derbyshire Road, singapore 309470",null,40%-59%,1.315244718,103.8454506,1,,
Pasir Ris 8,"10 Pasir Ris Central, singapore 519634","S$ 799,000
  -
  S$ 2,531,000",null,1.37300805,103.9492651,6,,
Patent Place,"17 Jalan Rajawali, singapore 598434",null,null,1.342863765,103.7678495,1,,
Paterson Collection,"0 Paterson Road, singapore 238000",null,null,undefined,undefined,0,,
Paterson Linc,"20 Paterson Road, singapore 238509","S$ 3,000,000
  -
  S$ 7,000,000",20%-39%,1.303194524,103.8299849,1,,
Paterson Lodge,"20 Paterson Road, singapore 238509",null,null,1.303194524,103.8299849,1,,
Paterson Suites,"55 Paterson Road, singapore 238550","S$ 4,390,000
  -
  S$ 22,800,000",<20%,1.301478332,103.8307786,1,,
Pavilion 11,"23 Akyab Road, singapore 309978","S$ 1,700,000
  -
  S$ 6,000,000",<20%,1.324586021,103.8481734,1,,
Pavilion Square,"345 Geylang Road, singapore 389366","S$ 600,000
  -
  S$ 1,168,888",null,1.312978001,103.8797708,1,,
Peak Residence,"333 Thomson Road, singapore 307675","S$ 1,100,000
  -
  S$ 3,558,000",null,1.325344604,103.8407244,1,,
Pender Court,"110 Wishart Road, singapore 098729",null,null,undefined,undefined,0,,
Penrose,"20 Sims Drive, singapore 387395","S$ 800,000
  -
  S$ 2,449,000",null,1.319412782,103.879496,1,,
Peppermint Grove,"45 Newton Road, singapore 307971",null,60%-79%,1.318216773,103.8414937,1,,
Perfect Ten,"323 Bukit Timah Road, singapore 259713","S$ 1,999,999
  -
  S$ 7,600,000",null,1.317229414,103.832486,1,,
Permai Court,"524 Kampong Bahru Road, singapore 099455",null,null,1.27207409,103.8271879,1,,
Permai Residences,"524 Kampong Bahru Road, singapore 099455",null,null,1.27207409,103.8271879,1,,
Petit Jervois,"33 Jervois Road, singapore 247657","S$ 1,500,000
  -
  S$ 3,038,000",null,1.292997128,103.8231177,1,,
Phoenix Residences,"71 Phoenix Avenue, singapore 668378","S$ 700,000
  -
  S$ 1,960,414",null,undefined,undefined,0,,
Phoenix Villas,"71-85 24 Phoenix Road, singapore 668378",null,null,undefined,undefined,0,,
Piccadilly Grand,"00 Northumberland Road, singapore 218985","S$ 800,000
  -
  S$ 3,714,549",null,undefined,undefined,0,,
Pin Tjoe Court,"7 Aradmore Park, singapore 259954",null,null,1.31007135,103.8285954,1,,
Pine Springs,"7B Balmoral Road, singapore 259788",null,null,1.315020895,103.8306631,1,,
Pinehurst Condo,"132 Lorong L Telok Kurau, singapore 425569",null,null,1.312231854,103.9151871,1,,
Pinehurst Condo,"132 Lorong L Telok Kurau, singapore 425569",null,null,1.312231854,103.9151871,1,,
Pinetree Condo,"28 Balmoral park, singapore 259856","S$ 2,580,000
  -
  S$ 3,400,000",null,1.314989878,103.8292938,1,,
Pinnacle 16,"16 Shan Road, singapore 328107","S$ 960,000
  -
  S$ 2,210,000",20%-39%,1.324497216,103.8462225,1,,
Platinum Residence,"10 Geylang Lorong 31, singapore 388039",null,null,1.314642485,103.8872705,1,,
Poh Huat Gardens,"30A Poh Huat Road, singapore 546754","S$ 3,600,000
  -
  S$ 3,600,000",null,1.366599689,103.8827132,1,,
Pollen & Bleu,"15 Farrer Drive, singapore 259296","S$ 1,200,000
  -
  S$ 4,600,000",<20%,1.313728239,103.8067501,1,,
Portofino,"6 Sarkies Road, singapore 258126",null,60%-79%,1.314051847,103.83628,1,,
Presto @ Upper Serangoon,"528 Upper Serangoon Road, singapore 534543","S$ 625,000
  -
  S$ 720,000",null,1.345716882,103.8715554,1,,
Prime Residence,"41 Lorong 22 Geylang, singapore 398697","S$ 589,000
  -
  S$ 820,000",<20%,1.311189814,103.8824665,1,,
Primedge @ Geylang,"45 Lorong 34 Geylang, singapore 398236","S$ 725,000
  -
  S$ 1,470,000",null,1.312531299,103.8881399,1,,
Primo Residences,"201 Jalan Pelikat, singapore 537652","S$ 700,000
  -
  S$ 1,450,000",<20%,1.355581589,103.8886571,1,,
Prince Charles Residences,"Prince Charles Crescent, singapore 249999",null,null,undefined,undefined,0,,
Principal Garden,"91 Prince Charles Crescent, singapore 159025","S$ 870,000
  -
  S$ 6,000,000",null,1.292938994,103.8216931,1,,
Prospero Ville,"127 Lorong K Telok Kurau, singapore 425766","S$ 1,250,000
  -
  S$ 1,500,000",40%-59%,1.313983864,103.9144456,1,,
Pullman Residences,"18 Dunearn Road, singapore 309421","S$ 1,090,000
  -
  S$ 4,990,000",null,1.31467263,103.8390108,1,,
Q Bay Residences,"1 Tampines Street 86, singapore 528583","S$ 688,888
  -
  S$ 1,300,000",<20%,1.35021013,103.9272746,1,,
Qube Suites,"24 Jalan Punai, singapore 418804","S$ 670,000
  -
  S$ 1,100,000",<20%,1.329872096,103.908124,1,,
Queen Astrid Gardens,"12 Queen Astrid Park, singapore 266804",null,null,1.317816228,103.7898094,1,,
Queens Peak,"1 Dundee Road, singapore 149456","S$ 844,000
  -
  S$ 3,000,000",null,1.294746118,103.8068303,1,,
Questa @ Dunman,"543 Dunman Road, singapore 439219","S$ 900,000
  -
  S$ 958,888",<20%,1.309842706,103.8965995,1,,
Radix,"18 Jalan Wakaff, singapore 428228",null,20%-39%,1.317935198,103.911405,1,,
Rainbow Garden,"61 Jalan Kelichap, singapore 538181",null,null,1.347067984,103.881211,1,,
Rainbow Mansions,"122 - 128B, Grange Road, singapore 249604",null,null,1.300186656,103.8249756,3,,
Rangoon 88,"88 Rangoon Road, singapore 218374","S$ 685,000
  -
  S$ 999,999",<20%,1.314381893,103.8542331,1,,
Rangoon Court,"103 Rangoon Road, singapore 218386",null,40%-59%,1.314674438,103.8536711,1,,
Reflections at Keppel Bay,"1 Keppel Bay View, singapore 098402","S$ 1,500,000
  -
  S$ 68,000,000",<20%,1.268162167,103.8143799,1,,
Regent Gardens,"53 West Coast Road, singapore 127364",null,null,undefined,undefined,0,,
Regent Residences,"1091 Serangoon Road, singapore 328190","S$ 698,000
  -
  S$ 2,200,000",<20%,1.324233409,103.864556,1,,
Regis Mansions,"15 Jalan Rajawali, singapore 598433","S$ 1,300,000
  -
  S$ 1,600,000",60%-79%,1.342950265,103.7682454,1,,
Residence Twenty-Two,"246 Telok Kurau Road, singapore 423844","S$ 2,188,000
  -
  S$ 2,286,700",null,1.31101225,103.9110422,1,,
Residences @ Emerald Hill,"119 Emerald Hill Road, singapore 229401","S$ 5,000,000
  -
  S$ 5,000,001",null,1.305381736,103.8390616,1,,
Residences @ Jansen,"29 Jansen Road, singapore 548432",null,null,1.359991374,103.8763705,1,,
Residences @ Killiney,"147 Killiney Road, singapore 239566","S$ 2,500,000
  -
  S$ 14,000,000",<20%,1.296718641,103.8381733,1,,
Residences Botanique,"30 32 Yio Chu Kang Road, singapore 545550","S$ 745,000
  -
  S$ 1,500,000",<20%,1.357182627,103.8760358,1,,
Residences@Novena,"20 Novena Rise, singapore 307507",null,null,1.324045147,103.8428949,1,,
Rezi 26,"5 Lorong 26 Geylang, singapore 398480","S$ 638,000
  -
  S$ 2,350,000",<20%,1.312774853,103.8851046,1,,
Rezi 35,"20 Lorong 35 Geylang, singapore 387949","S$ 835,000
  -
  S$ 1,650,000",null,1.315721209,103.8888371,1,,
Ricchezza,"94 Telok Kurau Lorong M, singapore 425399",null,20%-39%,1.311281861,103.9153086,1,,
Rich East Garden,"300 Upper East Coast Road, singapore 466438",null,>80%,1.314165188,103.9369094,1,,
Richmore Court,"116 Lorong K Telok Kurau, singapore 425757",null,null,undefined,undefined,0,,
Ridge Court,"19 Meyappa Chettiar Road, singapore 358459",null,40%-59%,1.33067326,103.8674546,1,,
Ridgewood Condominium,"1 Ridgewood Close, singapore 276692","S$ 3,300,000
  -
  S$ 3,300,000",null,1.317735832,103.7785544,1,,
Rio Casa,"344 Hougang Avenue 7, singapore 530344",null,>80%,undefined,undefined,0,,
Rio Gardens,"55B Jalan Taman, singapore 329001","S$ 1,250,000
  -
  S$ 1,250,000",40%-59%,1.326612851,103.8643397,1,,
Ripple Bay,"4 Pasir Ris Link, singapore 518160","S$ 618,000
  -
  S$ 2,900,000",<20%,1.377282466,103.9614562,1,,
Rising Suites,"4 Sarkies Road, singapore 258124",null,60%-79%,1.314334648,103.8365853,1,,
Riva Lodge,"36 Leonie Hill, singapore 239230",null,>80%,1.296627231,103.8321908,1,,
Rivage,"4 Margate Road, singapore 438044","S$ 2,200,000
  -
  S$ 3,550,000",20%-39%,1.299594623,103.8887258,1,,
River Isles,"0 Punggol Central, singapore 820000","S$ 898,888
  -
  S$ 2,000,000",<20%,undefined,undefined,0,,
Riverbank at Fernvale,"0 Sengkang West Way/Fernvale, singapore 793000","S$ 648,888
  -
  S$ 1,580,000",null,undefined,undefined,0,,
RiverBay,"23 Mar Thoma Road, singapore 328704","S$ 598,999
  -
  S$ 1,230,000",<20%,1.327987321,103.8625405,1,,
Rivercove Residences EC,"318 Anchorvale Ln, singapore 544312","S$ 1,330,000
  -
  S$ 1,330,000",null,undefined,undefined,0,,
Riverdale Residence,"346 River Valley Road, singapore 238373",null,null,1.296794931,103.8349341,1,,
Riverfront Residences,"344 Hougang Avenue 7, singapore 530344","S$ 600,000
  -
  S$ 2,300,000",null,undefined,undefined,0,,
Riveria Gardens,", singapore 000005",null,20%-39%,undefined,undefined,0,,
Riveria View,"20 River Valley Grove, singapore 238404",null,null,undefined,undefined,0,,
Riversails,"24 Upper Serangoon Crescent, singapore 534024","S$ 630,000
  -
  S$ 2,900,000",<20%,1.378465006,103.9025225,1,,
Rivershire,"31 Leonie Hill, singapore 239229",null,>80%,1.296737448,103.8330057,1,,
Riverside View,"30 Robertson Quay, singapore 238251",null,null,1.29123961,103.8412806,1,,
Riversound Residence,"5 Sengkang East Avenue, singapore 544740","S$ 866,000
  -
  S$ 1,860,000",<20%,1.381115881,103.9021059,1,,
Riviera 38,"38 Mar Thoma Road, singapore 328712","S$ 668,000
  -
  S$ 1,688,888",<20%,1.328163379,103.863446,1,,
Riviere,"1 Jiak Kim Street, singapore 169423",null,null,1.291711946,103.8348462,1,,
Riz Haven,"193 Jalan Loyang Besar, singapore 506928","S$ 625,000
  -
  S$ 1,250,000",20%-39%,1.37989465,103.962744,1,,
Robin Court,"3 Robin Drive, singapore 258263",null,null,1.318783631,103.8282067,1,,
Robin Regalia,"35 Robin Road, singapore 258210",null,60%-79%,1.316708618,103.8283577,1,,
Robin Residences,", singapore 000000","S$ 1,100,000
  -
  S$ 4,990,000",<20%,undefined,undefined,0,,
Robinson Suites,"50 Robinson Road, singapore 068882","S$ 1,090,000
  -
  S$ 3,526,000",<20%,1.280934745,103.8498225,1,,
Rocca Balestier,"221 Balestier Road, singapore 329928",null,40%-59%,1.321295632,103.8525261,1,,
Rochalie Residences,"6B - 6D Rochalie Drive, singapore 248237",null,null,1.302539296,103.8218022,3,,
Rochelle At Newton,"188 Keng Lee Road, singapore 308414","S$ 1,800,000
  -
  S$ 6,780,000",<20%,1.314044257,103.8419229,1,,
Rosalia Park,"38 Lorong Ong Lye, singapore 536407",null,60%-79%,1.349402254,103.8792053,1,,
Rosalia Park,"38 Lorong Ong Lye, singapore 536407",null,60%-79%,1.349402254,103.8792053,1,,
Rose Court,"17 Rose Lane, singapore 437377",null,null,1.309869094,103.8931326,8,,
Rosewood Suites,", singapore 257825","S$ 998,000
  -
  S$ 1,650,000",<20%,1.311877907,103.8320726,1,,
Rosyth Lodge,"5 Rosyth Road, singapore 546143",null,60%-79%,1.363153426,103.8744119,1,,
Roxy Square,"50 East Coast Road, singapore 428769","S$ 1,848,888
  -
  S$ 1,850,000",null,1.303356964,103.9046855,2,,
Royal Court Condo,"3 Jalan Rajawali, singapore 598436",null,null,1.343676777,103.7690644,1,,
